CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Saitama,38.93,27,Goods,Furniture/Covering,Saitama,さいたま市,City,消費財,家具・寝具類,家具類
Sakae,36.77,27,Goods,Furniture/Covering,Sakae,堺市,City,消費財,家具・寝具類,家具類
Sapporo,34.9,27,Goods,Furniture/Covering,Sapporo,札幌市,City,消費財,家具・寝具類,家具類
Sendai,30.75,27,Goods,Furniture/Covering,Sendai,仙台市,City,消費財,家具・寝具類,家具類
ShikokuReg.,39.95,27,Goods,Furniture/Covering,ShikokuReg.,四国,Region,消費財,家具・寝具類,家具類
Shizuoka,42.47,27,Goods,Furniture/Covering,Shizuoka,静岡市,City,消費財,家具・寝具類,家具類
SmallB/Towns/Villages,33.53,27,Goods,Furniture/Covering,SmallB/Towns/Villages,小都市Ｂ・町村,Class,消費財,家具・寝具類,家具類
SmallCitiesA,38.48,27,Goods,Furniture/Covering,SmallCitiesA,小都市Ａ,Class,消費財,家具・寝具類,家具類
Takamatsu,47.9,27,Goods,Furniture/Covering,Takamatsu,高松市,City,消費財,家具・寝具類,家具類
TohokuReg.,33.09,27,Goods,Furniture/Covering,TohokuReg.,東北,Region,消費財,家具・寝具類,家具類
TokaiReg.,36.13,27,Goods,Furniture/Covering,TokaiReg.,東海,Region,消費財,家具・寝具類,家具類
Tokushima,38.07,27,Goods,Furniture/Covering,Tokushima,徳島市,City,消費財,家具・寝具類,家具類
Tokyo,38.13,27,Goods,Furniture/Covering,Tokyo,東京都区部,City,消費財,家具・寝具類,家具類
Tottori,32.61,27,Goods,Furniture/Covering,Tottori,鳥取市,City,消費財,家具・寝具類,家具類
Toyama,51.53,27,Goods,Furniture/Covering,Toyama,富山市,City,消費財,家具・寝具類,家具類
Tsu,46.45,27,Goods,Furniture/Covering,Tsu,津市,City,消費財,家具・寝具類,家具類
Utsunomiya,33.53,27,Goods,Furniture/Covering,Utsunomiya,宇都宮市,City,消費財,家具・寝具類,家具類
Wakayama,32.41,27,Goods,Furniture/Covering,Wakayama,和歌山市,City,消費財,家具・寝具類,家具類
Yamagata,33.03,27,Goods,Furniture/Covering,Yamagata,山形市,City,消費財,家具・寝具類,家具類
Yamaguchi,40.27,27,Goods,Furniture/Covering,Yamaguchi,山口市,City,消費財,家具・寝具類,家具類
Yokohama,39.5,27,Goods,Furniture/Covering,Yokohama,横浜市,City,消費財,家具・寝具類,家具類
Akita,169.98,28,Goods,Sanitation/Medicine,Akita,秋田市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Aomori,131.5,28,Goods,Sanitation/Medicine,Aomori,青森市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Chiba,226.11,28,Goods,Sanitation/Medicine,Chiba,千葉市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
ChugokuReg.,188.31,28,Goods,Sanitation/Medicine,ChugokuReg.,中国,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
ChukyoMetro.,163.03,28,Goods,Sanitation/Medicine,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Cities50000+pop.,177.91,28,Goods,Sanitation/Medicine,Cities50000+pop.,人口５万以上の市,Class,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Fukui,174.4,28,Goods,Sanitation/Medicine,Fukui,福井市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Fukuoka,204.62,28,Goods,Sanitation/Medicine,Fukuoka,福岡市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Fukushima,183.79,28,Goods,Sanitation/Medicine,Fukushima,福島市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Gifu,157.38,28,Goods,Sanitation/Medicine,Gifu,岐阜市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Hamamatsu,153.05,28,Goods,Sanitation/Medicine,Hamamatsu,浜松市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Hiroshima,190.47,28,Goods,Sanitation/Medicine,Hiroshima,広島市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
HokkaidoReg.,173,28,Goods,Sanitation/Medicine,HokkaidoReg.,北海道,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
HokurikuReg.,165.18,28,Goods,Sanitation/Medicine,HokurikuReg.,北陸,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Japan,175.14,28,Goods,Sanitation/Medicine,Japan,全国,Country,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kagoshima,168.52,28,Goods,Sanitation/Medicine,Kagoshima,鹿児島市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kanazawa,181.3,28,Goods,Sanitation/Medicine,Kanazawa,金沢市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
KantoMetro.,187.72,28,Goods,Sanitation/Medicine,KantoMetro.,関東大都市圏,Metropolitan,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
KantoReg.,182.73,28,Goods,Sanitation/Medicine,KantoReg.,関東,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kawasaki,181.7,28,Goods,Sanitation/Medicine,Kawasaki,川崎市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
KinkiMetro.,178.19,28,Goods,Sanitation/Medicine,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
KinkiReg.,176.11,28,Goods,Sanitation/Medicine,KinkiReg.,近畿,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kitakyushu,206.53,28,Goods,Sanitation/Medicine,Kitakyushu,北九州市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kitakyushu/FukuokaMetro.,187.52,28,Goods,Sanitation/Medicine,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kobe,175.85,28,Goods,Sanitation/Medicine,Kobe,神戸市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kochi,214.61,28,Goods,Sanitation/Medicine,Kochi,高知市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kofu,176.39,28,Goods,Sanitation/Medicine,Kofu,甲府市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kumamoto,197.18,28,Goods,Sanitation/Medicine,Kumamoto,熊本市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Kyoto,193.51,28,Goods,Sanitation/Medicine,Kyoto,京都市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
KyushuReg.,174.96,28,Goods,Sanitation/Medicine,KyushuReg.,九州,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
LargeCities,186.42,28,Goods,Sanitation/Medicine,LargeCities,大都市,Class,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Maebashi,182.88,28,Goods,Sanitation/Medicine,Maebashi,前橋市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Matsue,171.1,28,Goods,Sanitation/Medicine,Matsue,松江市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Matsuyama,172.52,28,Goods,Sanitation/Medicine,Matsuyama,松山市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
MiddleCities,177.79,28,Goods,Sanitation/Medicine,MiddleCities,中都市,Class,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Mito,184.93,28,Goods,Sanitation/Medicine,Mito,水戸市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Miyazaki,205.59,28,Goods,Sanitation/Medicine,Miyazaki,宮崎市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Morioka,155.52,28,Goods,Sanitation/Medicine,Morioka,盛岡市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Nagano,196.61,28,Goods,Sanitation/Medicine,Nagano,長野市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Nagasaki,165.17,28,Goods,Sanitation/Medicine,Nagasaki,長崎市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Nagoya,174.39,28,Goods,Sanitation/Medicine,Nagoya,名古屋市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Naha,155.21,28,Goods,Sanitation/Medicine,Naha,那覇市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Nara,192.45,28,Goods,Sanitation/Medicine,Nara,奈良市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Niigata,147.44,28,Goods,Sanitation/Medicine,Niigata,新潟市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Oita,182.72,28,Goods,Sanitation/Medicine,Oita,大分市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Okayama,184.94,28,Goods,Sanitation/Medicine,Okayama,岡山市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
OkinawaReg.,138.1,28,Goods,Sanitation/Medicine,OkinawaReg.,沖縄,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Osaka,155.57,28,Goods,Sanitation/Medicine,Osaka,大阪市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Otsu,158.48,28,Goods,Sanitation/Medicine,Otsu,大津市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Saga,199.89,28,Goods,Sanitation/Medicine,Saga,佐賀市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Sagamihara,179.51,28,Goods,Sanitation/Medicine,Sagamihara,相模原市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Saitama,192.73,28,Goods,Sanitation/Medicine,Saitama,さいたま市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Sakae,193.96,28,Goods,Sanitation/Medicine,Sakae,堺市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Sapporo,158.49,28,Goods,Sanitation/Medicine,Sapporo,札幌市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Sendai,166.73,28,Goods,Sanitation/Medicine,Sendai,仙台市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
ShikokuReg.,183.39,28,Goods,Sanitation/Medicine,ShikokuReg.,四国,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Shizuoka,200.26,28,Goods,Sanitation/Medicine,Shizuoka,静岡市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
SmallB/Towns/Villages,157.94,28,Goods,Sanitation/Medicine,SmallB/Towns/Villages,小都市Ｂ・町村,Class,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
SmallCitiesA,169.56,28,Goods,Sanitation/Medicine,SmallCitiesA,小都市Ａ,Class,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Takamatsu,193.06,28,Goods,Sanitation/Medicine,Takamatsu,高松市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
TohokuReg.,152.44,28,Goods,Sanitation/Medicine,TohokuReg.,東北,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
TokaiReg.,164.51,28,Goods,Sanitation/Medicine,TokaiReg.,東海,Region,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Tokushima,171,28,Goods,Sanitation/Medicine,Tokushima,徳島市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Tokyo,199.67,28,Goods,Sanitation/Medicine,Tokyo,東京都区部,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Tottori,169.39,28,Goods,Sanitation/Medicine,Tottori,鳥取市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Toyama,178.34,28,Goods,Sanitation/Medicine,Toyama,富山市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Tsu,200.31,28,Goods,Sanitation/Medicine,Tsu,津市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Utsunomiya,162.14,28,Goods,Sanitation/Medicine,Utsunomiya,宇都宮市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Wakayama,166.39,28,Goods,Sanitation/Medicine,Wakayama,和歌山市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Yamagata,163.94,28,Goods,Sanitation/Medicine,Yamagata,山形市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Yamaguchi,182.98,28,Goods,Sanitation/Medicine,Yamaguchi,山口市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Yokohama,190.22,28,Goods,Sanitation/Medicine,Yokohama,横浜市,City,消費財,衛生用品・化粧品・医薬品,衛生用品・医薬品
Akita,82.58,29,Goods,OtherGoods,Akita,秋田市,City,消費財,書籍・文具・調理用品等,その他製品
Aomori,63.91,29,Goods,OtherGoods,Aomori,青森市,City,消費財,書籍・文具・調理用品等,その他製品
Chiba,95.83,29,Goods,OtherGoods,Chiba,千葉市,City,消費財,書籍・文具・調理用品等,その他製品
ChugokuReg.,80.38,29,Goods,OtherGoods,ChugokuReg.,中国,Region,消費財,書籍・文具・調理用品等,その他製品
ChukyoMetro.,78.14,29,Goods,OtherGoods,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,書籍・文具・調理用品等,その他製品
Cities50000+pop.,84.23,29,Goods,OtherGoods,Cities50000+pop.,人口５万以上の市,Class,消費財,書籍・文具・調理用品等,その他製品
Fukui,69.31,29,Goods,OtherGoods,Fukui,福井市,City,消費財,書籍・文具・調理用品等,その他製品
Fukuoka,79.2,29,Goods,OtherGoods,Fukuoka,福岡市,City,消費財,書籍・文具・調理用品等,その他製品
Fukushima,94.23,29,Goods,OtherGoods,Fukushima,福島市,City,消費財,書籍・文具・調理用品等,その他製品
Gifu,77.82,29,Goods,OtherGoods,Gifu,岐阜市,City,消費財,書籍・文具・調理用品等,その他製品
Hamamatsu,70.2,29,Goods,OtherGoods,Hamamatsu,浜松市,City,消費財,書籍・文具・調理用品等,その他製品
Hiroshima,73.44,29,Goods,OtherGoods,Hiroshima,広島市,City,消費財,書籍・文具・調理用品等,その他製品
HokkaidoReg.,82.79,29,Goods,OtherGoods,HokkaidoReg.,北海道,Region,消費財,書籍・文具・調理用品等,その他製品
HokurikuReg.,79.75,29,Goods,OtherGoods,HokurikuReg.,北陸,Region,消費財,書籍・文具・調理用品等,その他製品
Japan,82.44,29,Goods,OtherGoods,Japan,全国,Country,消費財,書籍・文具・調理用品等,その他製品
Kagoshima,76.12,29,Goods,OtherGoods,Kagoshima,鹿児島市,City,消費財,書籍・文具・調理用品等,その他製品
Kanazawa,78.17,29,Goods,OtherGoods,Kanazawa,金沢市,City,消費財,書籍・文具・調理用品等,その他製品
KantoMetro.,91.38,29,Goods,OtherGoods,KantoMetro.,関東大都市圏,Metropolitan,消費財,書籍・文具・調理用品等,その他製品
KantoReg.,88.78,29,Goods,OtherGoods,KantoReg.,関東,Region,消費財,書籍・文具・調理用品等,その他製品
Kawasaki,95.3,29,Goods,OtherGoods,Kawasaki,川崎市,City,消費財,書籍・文具・調理用品等,その他製品
KinkiMetro.,89.18,29,Goods,OtherGoods,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,書籍・文具・調理用品等,その他製品
KinkiReg.,87.25,29,Goods,OtherGoods,KinkiReg.,近畿,Region,消費財,書籍・文具・調理用品等,その他製品
Kitakyushu,82.66,29,Goods,OtherGoods,Kitakyushu,北九州市,City,消費財,書籍・文具・調理用品等,その他製品
Kitakyushu/FukuokaMetro.,78.47,29,Goods,OtherGoods,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,書籍・文具・調理用品等,その他製品
Kobe,106.27,29,Goods,OtherGoods,Kobe,神戸市,City,消費財,書籍・文具・調理用品等,その他製品
Kochi,94.6,29,Goods,OtherGoods,Kochi,高知市,City,消費財,書籍・文具・調理用品等,その他製品
Kofu,86.8,29,Goods,OtherGoods,Kofu,甲府市,City,消費財,書籍・文具・調理用品等,その他製品
Kumamoto,80.94,29,Goods,OtherGoods,Kumamoto,熊本市,City,消費財,書籍・文具・調理用品等,その他製品
Kyoto,92.57,29,Goods,OtherGoods,Kyoto,京都市,City,消費財,書籍・文具・調理用品等,その他製品
KyushuReg.,74.42,29,Goods,OtherGoods,KyushuReg.,九州,Region,消費財,書籍・文具・調理用品等,その他製品
LargeCities,90.1,29,Goods,OtherGoods,LargeCities,大都市,Class,消費財,書籍・文具・調理用品等,その他製品
Maebashi,83.98,29,Goods,OtherGoods,Maebashi,前橋市,City,消費財,書籍・文具・調理用品等,その他製品
Matsue,78.4,29,Goods,OtherGoods,Matsue,松江市,City,消費財,書籍・文具・調理用品等,その他製品
Matsuyama,80.72,29,Goods,OtherGoods,Matsuyama,松山市,City,消費財,書籍・文具・調理用品等,その他製品
MiddleCities,84.63,29,Goods,OtherGoods,MiddleCities,中都市,Class,消費財,書籍・文具・調理用品等,その他製品
Mito,107.61,29,Goods,OtherGoods,Mito,水戸市,City,消費財,書籍・文具・調理用品等,その他製品
Miyazaki,71.82,29,Goods,OtherGoods,Miyazaki,宮崎市,City,消費財,書籍・文具・調理用品等,その他製品
Morioka,77.99,29,Goods,OtherGoods,Morioka,盛岡市,City,消費財,書籍・文具・調理用品等,その他製品
Nagano,89.02,29,Goods,OtherGoods,Nagano,長野市,City,消費財,書籍・文具・調理用品等,その他製品
Nagasaki,77.64,29,Goods,OtherGoods,Nagasaki,長崎市,City,消費財,書籍・文具・調理用品等,その他製品
Nagoya,79.4,29,Goods,OtherGoods,Nagoya,名古屋市,City,消費財,書籍・文具・調理用品等,その他製品
Naha,65.89,29,Goods,OtherGoods,Naha,那覇市,City,消費財,書籍・文具・調理用品等,その他製品
Nara,94.13,29,Goods,OtherGoods,Nara,奈良市,City,消費財,書籍・文具・調理用品等,その他製品
Niigata,79.27,29,Goods,OtherGoods,Niigata,新潟市,City,消費財,書籍・文具・調理用品等,その他製品
Oita,94.16,29,Goods,OtherGoods,Oita,大分市,City,消費財,書籍・文具・調理用品等,その他製品
Okayama,88.52,29,Goods,OtherGoods,Okayama,岡山市,City,消費財,書籍・文具・調理用品等,その他製品
OkinawaReg.,55.18,29,Goods,OtherGoods,OkinawaReg.,沖縄,Region,消費財,書籍・文具・調理用品等,その他製品
Osaka,69.87,29,Goods,OtherGoods,Osaka,大阪市,City,消費財,書籍・文具・調理用品等,その他製品
Otsu,85.59,29,Goods,OtherGoods,Otsu,大津市,City,消費財,書籍・文具・調理用品等,その他製品
Saga,81,29,Goods,OtherGoods,Saga,佐賀市,City,消費財,書籍・文具・調理用品等,その他製品
Sagamihara,107.24,29,Goods,OtherGoods,Sagamihara,相模原市,City,消費財,書籍・文具・調理用品等,その他製品
Saitama,116.69,29,Goods,OtherGoods,Saitama,さいたま市,City,消費財,書籍・文具・調理用品等,その他製品
Sakae,99.92,29,Goods,OtherGoods,Sakae,堺市,City,消費財,書籍・文具・調理用品等,その他製品
Sapporo,81.7,29,Goods,OtherGoods,Sapporo,札幌市,City,消費財,書籍・文具・調理用品等,その他製品
Sendai,88.84,29,Goods,OtherGoods,Sendai,仙台市,City,消費財,書籍・文具・調理用品等,その他製品
